episode_no,episode_title,description,episode_runtime,released_on,lead_cast_matches,supporting_cast_matches,place_matches_cleaned,channel_title,publish_date,view_count,like_count,comment_count,runtime_minutes,is_successful,desc_length,desc_word_count,desc_sentence_count,avg_word_length,has_conflict,has_main_char,has_emotion,has_society,has_mystery,has_family,question_count,has_question,exclamation_count,total_cast,has_lead_cast,has_supporting_cast,cast_ratio,release_year,release_month,release_day,release_day_of_week,release_quarter,is_weekend,estimated_season,is_pilot,is_early_episode,is_milestone,cast_x_runtime,desc_length_x_questions,like_rate,comment_rate,engagement_rate
1048,Finding A Solution,"Seeing that things are not turning out to be smooth with many people even casting doubts on Jehtalal, the people of Gokuldham gather to find a solution for Jetha's problem. Everyone shares their ideas and try to come up with a solution.",20 mins,2020-03-24,0.0,0.0,Gokuldham Society,Sony PAL,,8458760.0,82135.0,1306.0,20.0,0,236,42,3,5.488372093023256,1,0,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,24.0,1.0,1.0,0,5,0,0,0,0.0,0,0.009710050916440362,0.00015439613437476246,0.009864447050815125
1049,Popatlal Becomes A Detective,Things again seem to be getting out of control as Popatlal argues with the Jethas might-be wife. Jetha is upset and tries to sort out the issue. The  people of Gokuldham wonder if they should call the police to avoid things getting out of control.,20 mins,2020-03-24,0.0,0.0,Gokuldham Society,Sony PAL,,8596065.0,79348.0,1751.0,20.0,0,247,45,4,5.369565217391305,1,1,0,1,0,1,0,0,0,0.0,0,0,0.0,2020.0,3.0,24.0,1.0,1.0,0,5,0,0,0,0.0,0,0.009230734152110977,0.00020369783107761154,0.00943443198318859
1050,Jetha's Spoiled Name,Jetha is very troubled with the way things are unfolding both in the court room as well as in the Society. He decides to visit the lawyer with Tarak. He explains his problems to the lawyer. Later he gets the news that his name and reputation is getting spoiled because of the case.,20 mins,2020-03-24,0.0,0.0,Gokuldham Society,Sony SAB,,4346304.0,39170.0,1025.0,20.0,0,281,53,5,5.203703703703703,1,0,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,24.0,1.0,1.0,0,5,0,0,0,0.0,0,0.009012252936689901,0.00023583250600222488,0.009248085442692126
1051,Jetha Brings Home His Bride,"Everyone gathers to help Jetha. Meanwhile, Jetha brings home his new bride. Everyone is shocked. Daya decides to leave Jethas house and Tapu wants to go with her. What will happen next? Watch now to find out!",19 mins,2020-03-25,0.0,0.0,,Sony SAB,,7983117.0,45868.0,1635.0,19.0,0,208,37,7,5.473684210526316,0,1,0,0,1,0,1,1,1,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,208,0.00574562470453274,0.0002048071943819445,0.005950431898914685
1052,Missing Jetha,"Jetha is missing from Gokuldham. Meanwhile, Gulabri is preparing for the wedding to happen at Gokuldham. Everyone is searching for Jethalal. What will happen now?",20 mins,2020-03-25,0.0,0.0,Gokuldham Society,Sony SAB,,9553507.0,78668.0,3360.0,20.0,0,162,25,5,6.230769230769231,0,1,0,1,1,0,1,1,0,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,162,0.008234462147307565,0.00035170326962619385,0.008586165416933758
1053,Jetha Becomes A Monk,Jetha returns and shows up as a monk. This is Jethas great plan to avoid marrying another women. Everyone is shocked and scolds Jetha.,21 mins,2020-03-25,0.0,0.0,,Sony SAB,,44367123.0,337360.0,9634.0,21.0,1,134,24,4,5.36,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,0,0.00760382845640389,0.00021714276544046443,0.007820971221844355
1054,Jethas Decision,Everyone is furious at Jetha and asks him not to go away. But Jetha keeps up his acting and tries to leave. Is Jetha really angry? Or is this an act? Watch now to find out!,19 mins,2020-03-25,0.0,0.0,,Sony SAB,,35445208.0,308784.0,9475.0,19.0,1,172,36,6,4.648648648648648,1,0,0,0,1,0,2,1,1,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,344,0.008711586381110067,0.0002673139831112295,0.008978900364221297
1055,The Ultimate Blackmail,Jetha tries to leave but Gulabo stops him and blackmails him. She tells everyone that shell kill herself if Jetha leaves. Everyone is stunned. What will happen now?,18 mins,2020-03-25,0.0,0.0,,Sony SAB,,14138447.0,123171.0,3255.0,18.0,0,164,28,5,5.655172413793103,0,0,0,0,1,0,1,1,0,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,164,0.008711776568404113,0.0002302232890059786,0.008941999857410092
1056,Gulabo Agrees,"After a lot of convincing from everybody, Gulaabo agrees to marry, and the people of Gokuldham are ready to celebrate and enjoy this moment. What will happen next?",20 mins,2020-03-25,0.0,0.0,Gokuldham Society,Sony SAB,,7443863.0,51470.0,1104.0,20.0,0,163,28,3,5.620689655172414,0,0,0,1,1,0,1,1,0,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,163,0.006914419715352134,0.0001483100712210755,0.00706272978657321
1057,Daya Teases Jetha,"Daya and Jetha are spending quality time together when a waiter interrupts them. He gets them a bouquet of flowers. Daya keeps teasing. Meanwhile, the waiter comes back again.",20 mins,2020-03-25,0.0,0.0,,Sony SAB,,4264122.0,30325.0,640.0,20.0,0,175,29,5,5.833333333333333,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,0,0.00711166164765885,0.00015008947912618844,0.0072617511267850385
1058,Tapu Sena's Plan,"As 26th January is approaching, Tapu Sena comes up with a plan to celebrate 26th January in a grand way. They inform Bhide and Madhavi that they will be the chief guests for the day.",20 mins,2020-03-25,0.0,0.0,,Sony SAB,,7888968.0,68084.0,2683.0,20.0,0,182,35,3,5.055555555555555,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,0,0.008630278557312115,0.0003400951379071207,0.008970373695219237
1059,The Chief Guests,Tapu Sena inform Jetha and Daya that they will become the chief guests for the event on 26th January. Daya is elated upon hearing the news. What will happen next? Watch this episode to find out now!,42 mins,2020-03-25,0.0,0.0,,Sony SAB,,10298169.0,100751.0,2149.0,42.0,0,198,37,5,5.2105263157894735,0,1,0,0,1,0,1,1,1,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,198,0.00978338869915723,0.000208677852472818,0.009992066551630046
1060,Chachajis Words Of Wisdom,"When Champaklal goes for his  morning walk, his friends question him on various things. They also say he has an extremely respecting son. What will happen now?",20 mins,2020-03-25,0.0,0.0,,Sony SAB,,6633885.0,54011.0,1167.0,20.0,0,159,27,4,5.678571428571429,0,1,0,0,1,1,1,1,0,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,159,0.008141683471799183,0.00017591499160522203,0.008317598463404406
1061,Daya Has A Request,Daya calls up Jetha to inform that guests are coming home. She lures him with the thought of tasty food so that he can come home early. She decides to make some delicious food. What will happen now?,21 mins,2020-03-25,0.0,0.0,,Sony SAB,,11764716.0,90078.0,1808.0,21.0,0,198,38,5,5.076923076923077,0,1,0,0,1,0,1,1,0,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,198,0.0076566227644914876,0.00015367985477253725,0.0078103026192640245
1062,Dayas Demands,Daya asks Jetha for the money that he took from her to pay for the other services. She demands extra money from him to look into the household chores. What will Jetha do now?,20 mins,2020-03-25,0.0,0.0,,Sony SAB,,18498037.0,164589.0,4953.0,20.0,1,174,34,4,4.9714285714285715,0,1,0,0,1,0,1,1,0,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,174,0.00889764633416798,0.0002677581265645578,0.009165404460732537
1063,A Mishap,"Iyer is happy about his presentation. Meanwhile, when Babita gives him tea, it slips and falls on the laptop. Iyer panics about the same. They try finding a solution. What will they do now?",20 mins,2020-03-25,0.0,0.0,,Sony SAB,,11742921.0,102167.0,2357.0,20.0,0,189,34,6,5.4,0,1,1,0,1,0,1,1,0,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,189,0.008700304745275495,0.00020071665297615024,0.008901021398251645
1064,Where Is Bagha?,"Babita goes to Jethas shop to get her work done. When she returns, she informs that Bagah has been sent somewhere by Jetha. Daya calls up Jetha to enquire the same. Attu Kaka is also worried. What will happen now?",19 mins,2020-03-25,0.0,0.0,,Sony SAB,,15585352.0,137319.0,3241.0,19.0,0,213,40,6,5.195121951219512,0,1,0,0,1,0,1,1,0,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,213,0.008810772524690329,0.0002079516582011328,0.009018724182891463
1065,Taunting Jethalal,Bhide and Popatlal find Jetha walking around with a bag and a laptop. They intend to tease him. Jetha gets irritated with the same.,20 mins,2020-03-25,0.0,0.0,,Sony SAB,,8601090.0,70318.0,1276.0,20.0,0,131,24,4,5.24,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,0,0.008175474483411466,0.00014835327285805952,0.008323827756269525
1066,The Kids Play Smart,Harsh is standing outside playing a game on his phone. Tapu and his friends eye on the same. They trick him by saying that they have a robot and take his phone in return to play with it.,21 mins,2020-03-25,0.0,0.0,,Sony SAB,,6560759.0,57522.0,1507.0,21.0,0,186,38,4,4.769230769230769,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,0,0.008767581804547035,0.00022969899828678385,0.008997280802833818
1067,Tapu Tricks Jetha,"Jetha is irritated with Tapu and decides to teach him a lesson. Tapu, on the other tricks him by giving the phone to Champaklal and he scolds him.",20 mins,2020-03-25,0.0,0.0,,Sony SAB,,7857955.0,70984.0,1330.0,20.0,0,146,28,3,5.0344827586206895,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,0,0.009033392398735752,0.00016925521089708315,0.009202647609632835
1068,Where Is The Ring?,"Jetha has lost his ring and Daya is trying her best to find out where it has disappeared. Meanwhile, Iyer leaves no stone unturned in pulling Jetha's leg.",20 mins,2020-03-25,0.0,0.0,,Sony SAB,,7073162.0,66744.0,1258.0,20.0,0,154,28,3,5.310344827586207,0,1,0,0,1,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,0,0.009436231004431823,0.00017785536682810788,0.00961408637125993
1069,The Kids Have A Request,"After knowing that Tapu is getting a phone, the other kids decide to request their parents for a phone. The parents try to convince their kids to not have one.",20 mins,2020-03-25,0.0,0.0,,Sony SAB,,38343598.0,341576.0,14063.0,20.0,1,159,30,3,5.129032258064516,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,0,0.0089082926201059,0.00036676265052740616,0.009275055270633306
1070,Tapu Is Anxious,"Tapu is really anxious is getting his new phone. He goes and wakes up Jetha who is in deep sleep. Meanwhile, Chachaji shouts on Jetha for waking up late.",20 mins,2020-03-25,0.0,0.0,,Sony SAB,,17377795.0,139101.0,3727.0,20.0,1,153,29,4,5.1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,25.0,2.0,1.0,0,5,0,0,0,0.0,0,0.008004524854590305,0.00021446908457205965,0.008218993939162365
1071,Where Is Sonus Phone?,"The kids are happy as they have got their new phones. Meanwhile, while checking for the phones, Sonu doesn't find hers and Golu has it with him.",19 mins,2020-03-26,0.0,0.0,,Sony SAB,,10341603.0,95736.0,2118.0,19.0,0,144,27,3,5.142857142857143,0,0,1,0,0,1,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.009257364718277745,0.00020480381960090525,0.00946216853787865
1072,Bhide Breaks The Phone,Sonu's phone breaks as Bhide doesn't hand it over properly. They try fixing it but the phone doesn't switch on. They eagerly wait for it to start working properly again.,19 mins,2020-03-26,0.0,0.0,,Sony PAL,,8946810.0,87899.0,1558.0,19.0,0,169,30,4,5.451612903225806,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.009824617956051603,0.00017414026070294768,0.00999875821675455
1073,Funny Pcitures,"Jetha has a problem with kids using phones as it is creating trouble for him. When asked, he shows the funny pictures and editing that has happened to all the pictures.",19 mins,2020-03-26,0.0,0.0,,Sony SAB,,8886408.0,76956.0,2490.0,19.0,0,168,31,3,5.25,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.008659966022270638,0.0002802031731827783,0.008940169195453417
1074,Goli Scares His Friend,Goli and his friends are scaring one of Golis friends by calling up in the night. The friends and his parents have come to Gokukdham to complain against the same to their parents.,19 mins,2020-03-26,0.0,0.0,,Sony SAB,,7797614.0,64458.0,3197.0,19.0,0,179,33,3,5.264705882352941,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.008266373756590957,0.0004099971593878385,0.008676370915978796
1075,Babitas Advice To Jetha,"Jetha runs behind Tapu and encounters Babita in between. While conversing, Babita tells Jetha to exercise regularly. What will happen next? Watch this episode to find out now!",19 mins,2020-03-26,0.0,0.0,,Sony SAB,,4139594.0,38586.0,1378.0,19.0,0,175,28,5,6.0344827586206895,0,1,0,0,1,0,1,1,1,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,175,0.009321201711761658,0.0003328828061682363,0.009654084517929894
1076,Where Are The Cellphones?,Tapu and his friends come near their society worried about their life. They do not have their cellphones and they do not want their parents to know about it under any conditions.,19 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony SAB,,5395435.0,47248.0,1601.0,19.0,0,178,32,3,5.393939393939394,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.008757030942448396,0.00029673227520445055,0.009053763217652847
1077,Jetha Is Distracted,"Jetha asks Tapu about the phone and when Tapu refuses to answer and runs instead, Jetha chases him. However, he gets distracted when Babita calls him.",20 mins,2020-03-26,0.0,0.0,,Sony SAB,,6913247.0,63598.0,1763.0,20.0,0,150,26,3,5.555555555555555,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.00919943852730294,0.00025501761256069505,0.009454456139863636
1078,Taarak Spots The Kids,"Taarak and Anjali are in the garden when the Tapu Sena is bunking their school. When the kids see that Taarak and Anjali are in the garden, they make a run for their lives.",19 mins,2020-03-26,0.0,0.0,,Sony SAB,,9341769.0,90281.0,3279.0,19.0,0,172,34,3,4.914285714285715,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.009664228513440173,0.00035100414589526394,0.010015232659335436
1079,Tapu Sena Exposed,"After Taarak and Anjali tell the parents about their kids, the parents decide to go and see the principal of the school. Tapu Sena's lie is exposed. What will happen next? Watch this episode to find out now!",20 mins,2020-03-26,0.0,0.0,,Sony PAL,,7221242.0,83853.0,1646.0,20.0,0,207,38,5,5.3076923076923075,0,1,0,0,1,0,1,1,1,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,207,0.011611989791785154,0.0002279385972747351,0.01183992838905989
1080,Forgiveness,"After the lie is caught, Tapu Sena comes to the school where they see their parents going through punishment for them. Will the parents forgive their children?",20 mins,2020-03-26,0.0,0.0,,Sony PAL,,1402351.0,13673.0,137.0,20.0,0,159,27,3,5.678571428571429,0,1,0,0,0,0,1,1,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,159,0.00975004848996543,9.769301858591852e-05,0.009847741508551349
1081,The Chocolate Pill,"Jethas knee is painful for which he must take the medicines. However, Daya gives him chocolate pills instead of his medicines by mistake.",19 mins,2020-03-26,0.0,0.0,,Sony SAB,,14835175.0,101337.0,3094.0,19.0,0,137,23,3,5.708333333333333,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.006830859303590332,0.00020855836155904048,0.007039417665149372
1082,The Water Problem,"As the Gokuldham Society faces a water crisis, their only hope is Bhide and his tactics. Meanwhile, Bhide is busy in buying vegetables.",17 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony SAB,,17496018.0,147347.0,3678.0,17.0,1,135,23,3,5.625,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.008421744397968474,0.0002102192504477733,0.008631963648416249
1083,The Broken Lock,"The society sees that there is a broken lock in the staircase of a building and someone has locked themself from inside. However, they are not able to figure out who it exactly is.",19 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony SAB,,10317417.0,83648.0,1980.0,19.0,0,180,34,3,5.142857142857143,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.008107454791499191,0.00019190847942770177,0.008299363270926893
1084,The Unexpected Patient,"The society members are on the terrace of their buildings when Daya finds an unknown woman lying unconscious. The members panic and decide to take her to Dr. Haathis place. While everyone is worried about her well-being, Popatlal wants to know her marital status.",19 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony SAB,,5545245.0,51049.0,1291.0,19.0,0,263,44,5,5.844444444444444,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.009205903579390346,0.0002328120339476373,0.009438715613337983
1085,English Lessons,"Jetha signs on some papers that Nattu Kaka brings to him and asks him for tea. As soon as Jetha demands tea, Bagha comes running with a cup of tea. Jetha gets busy with work while Nattu Kaka and Bagha start talking and arguing in English.",20 mins,2020-03-26,0.0,0.0,,Sony SAB,,4339474.0,38051.0,945.0,20.0,0,238,46,4,5.0638297872340425,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.008768572235120608,0.00021776827842077671,0.008986340513541385
1086,Bharti Is Ready,"After the ladies of Gokuldham society find out the reason behind an unknown woman being in their society, they tell her - Bharti that it is important to fight back and Daya tells her the plan of doing so. Bharti is happy that she got the support of the ladies and thanks to them for giving her strength and making her ready to fight.",18 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony SAB,,26087200.0,153442.0,5438.0,18.0,1,333,64,3,5.123076923076923,1,1,1,1,1,1,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.005881888210237656,0.0002084547130985804,0.006090342923336237
1087,The Fight,"Daya leads all the members of the society to help her to deal with the people harassing Bharti. After they reach the spot, Daya explains the plan to the men and the Gokuldham society members are ready to fight injustice.",17 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony SAB,,12010815.0,85152.0,2668.0,17.0,0,220,40,3,5.365853658536586,1,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.007089609898278352,0.00022213311735022834,0.00731174301562858
1088,Women Are Not Objects,The police manage to come on time when they are called and the police decide to take the boys to their parents and tell the parents what their children are up to. They are explained that women are not objects and that they have to be respected instead of being molested.,19 mins,2020-03-26,0.0,0.0,,Sony SAB,,7477086.0,56949.0,2183.0,19.0,0,270,51,3,5.1923076923076925,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.007616468820009718,0.0002919586197138003,0.007908427439723517
1089,Daya Makes Fun Of Jetha,Tapu asks Jetha a question about studies when he states that anything related to study can only be cleared by Bhide. Babuji taunts Jetha about him not being educated enough. Jetha counter taunts and they start arguing. Daya makes fun of Jetha and supports Babuji.,17 mins,2020-03-26,0.0,0.0,,Sony PAL,,9826229.0,92376.0,1797.0,17.0,0,263,45,5,5.717391304347826,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.009400960490442417,0.0001828778687248314,0.009583838359167249
1090,The Dog Chase,"As Jetha is getting home, he is chased by a dog. He starts running and is scared. After he reaches the Gokuldham society, he realizes that the dog was not behind him and he curiously sees as to where the dog is going.",19 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony SAB,,2864478.0,24609.0,643.0,19.0,0,217,43,4,4.931818181818182,0,0,1,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.008591091084975662,0.00022447363028320333,0.008815564715258866
1091,Be Kind To All,"After a scared and worried Jetha goes home, somehow missing the dog, he sees Daya is missing in the night. Concerned, he goes out to see her feeding the dog. She tells him to be kind to all the living beings.",19 mins,2020-03-26,0.0,0.0,,Sony SAB,,2724930.0,24647.0,792.0,19.0,0,208,41,4,4.9523809523809526,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.009044999671551316,0.0002906495614017382,0.009335649232953054
1092,Empathy,"Jetha is terrified of dogs and when he sees Babita feeding him the next day, he asks her not to do so. She tells him that a dog is harmless but when the dog starts growling, Jetha gets scared and rushes home.",20 mins,2020-03-26,0.0,0.0,,Sony SAB,,2704753.0,25331.0,663.0,20.0,0,208,42,3,4.837209302325581,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.009365361877642107,0.0002451239558200117,0.009610485833462119
1093,The Muncipal Corporation Intervenes,"After Jetha is too annoyed by the dog, he calls up the municipal corporation to intervene and asks them to take away the dog. However, after people from the corporation come, no one in the society is ready to give away the dog.",19 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony SAB,,6703937.0,58127.0,1178.0,19.0,0,227,43,3,5.159090909090909,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.008670575414032766,0.0001757176155268739,0.008846293029559641
1094,Jetha Dines With Natu Kaka And Bagha,"Jetha is standing outside a dog shop with the supplies and calls up Nattu Kaka to ask about his whereabouts and when he gets to know that they have not had their dinner yet, he tells them that he will dine with them.",19 mins,2020-03-26,0.0,0.0,,Sony SAB,,8641286.0,83221.0,2061.0,19.0,0,216,43,2,4.909090909090909,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.00963062562324339,0.0002385061391896832,0.009869131762433073
1095,Babita Waits For Jetha,"Jetha is going out when he asks Daya to get ready to go with him. Just as they are about to leave, Babita and Iyer come home. Babita tells Jetha that she had been waiting for a long time for him.",20 mins,2020-03-26,0.0,0.0,,Sony SAB,,17105114.0,120017.0,6376.0,20.0,1,195,41,4,4.642857142857143,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.007016439234696756,0.0003727539978538583,0.007389193232550615
1096,A Mans Best Friend,Iyer asks the society the main reason behind them not wanting a dog and then tells everyone that dogs only bite the people who have a bad intention- and that a dog is a man's best friend.,19 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony PAL,,11693377.0,90400.0,2264.0,19.0,0,187,37,2,4.921052631578948,0,1,0,1,0,1,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.007730871267481476,0.00019361385563692544,0.007924485123118401
1097,Is Gogi At Fault?,"Tarak tells everyone that Gogi is not at fault and they all are wrong. Elsewhere, Gogi sits quietly in his room. But Champaklal tries to tell them that they are thinking wrong and Gogi should try keeping up to their expectations.",19 mins,2020-03-26,0.0,0.0,,Sony SAB,,10268366.0,74897.0,3535.0,19.0,0,229,41,4,5.4523809523809526,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.0072939543356796656,0.00034426116635683163,0.007638215502036497
1098,Bhides Surprise,"Bhide gets surprised at Madhavis welcome and then she expresses her happiness. Then they discuss Gogis situation and the tough system for kids. Elsewhere, Tarak tells Anjali about Gogi going to his exam with confidence.",20 mins,2020-03-26,0.0,0.0,,Sony SAB,,6203314.0,45484.0,1487.0,20.0,0,219,35,4,6.083333333333333,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.007332208665850436,0.00023971054186350363,0.00757191920771394
1099,Surprise For Babita,"This episode starts with a little bee, which has become a headache for Jaya and Jethalal. Meanwhile, Iyer is planning a chain of surprises for his wife Babita- he has envisioned a new, different kind of engagement day. What all surprises will Babita get?",19 mins,2020-03-26,0.0,0.0,,Sony SAB,,4711881.0,31475.0,834.0,19.0,0,254,44,4,5.644444444444445,0,1,0,0,0,1,1,1,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,254,0.006679921101589556,0.00017699933911757552,0.006856920440707131
1100,Jetha Gives A Task,Jethalals unique mission - Baagha and Natu Kaka get a dangerous task from Jethalal. Baagha and Natu Kaka obey Jethalals orders. Baagha and Natu Kaka are on a mission. Will they succeed or fail? Will Baagha and Natu Kaka get caught?,20 mins,2020-03-26,0.0,0.0,,Sony PAL,,15834190.0,110904.0,1967.0,20.0,0,231,41,6,5.5,0,1,0,0,0,0,2,1,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,1,0.0,462,0.00700408375773666,0.00012422484988339473,0.007128308607620055
1101,Keeping Away Sheru,"Jetha has many more ways of keeping Sheru away from the society, but all seem to fail. Dayaben tries to get the two to get befriended, but Jetha is not ready for it. Theplas are a great bond though. How will Jetha work this out?",20 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony SAB,,8195933.0,58233.0,1646.0,20.0,0,228,45,5,4.956521739130435,0,1,0,1,0,0,1,1,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,228,0.007105108459877788,0.00020083129024709082,0.007305939750124879
1102,Daya Talks To Ajay,Jetha accuses Daya of being manipulative and calls her cunning. Daya is hurt and she decides to call her brother who is away from home - Ajay Devgn.,19 mins,2020-03-26,0.0,0.0,,Sony SAB,,9365371.0,72390.0,1716.0,19.0,0,148,28,3,5.103448275862069,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.007729538132601674,0.00018322817289051626,0.00791276630549219
1103,Himmatwala,"When Daya calls up Ajay to tell him about Jetha hurting her, he comes to the society to see what is going on and Jetha apologizes.",19 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony SAB,,8123201.0,63468.0,1510.0,19.0,0,130,26,2,4.814814814814815,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.00781317514940537,0.00018588728927336782,0.007999062438678737
